timestamp,db_name,cpu_usage,active_sessions,lock_sessions,alertlog_count
2026-06-01 21:00:00,PROD_DB,39,199,1,29
2026-06-01 21:00:00,DEV_DB,19,48,1,0
2026-06-01 21:00:00,TEST_DB,28,108,4,3
2026-06-01 21:30:00,PROD_DB,50,123,6,11
2026-06-01 21:30:00,DEV_DB,26,61,2,3
2026-06-01 21:30:00,TEST_DB,28,51,1,2
2026-06-01 22:00:00,PROD_DB,67,260,12,28
2026-06-01 22:00:00,DEV_DB,20,41,2,0
2026-06-01 22:00:00,TEST_DB,5,79,1,10
2026-06-01 22:30:00,PROD_DB,63,240,11,23
2026-06-01 22:30:00,DEV_DB,11,64,0,9
2026-06-01 22:30:00,TEST_DB,12,65,1,9
2026-06-01 23:00:00,PROD_DB,68,214,8,16
2026-06-01 23:00:00,DEV_DB,13,87,4,1
2026-06-01 23:00:00,TEST_DB,17,114,4,7
2026-06-01 23:30:00,PROD_DB,70,120,12,34
2026-06-01 23:30:00,DEV_DB,13,39,4,8
2026-06-01 23:30:00,TEST_DB,28,103,2,0
2026-06-02 00:00:00,PROD_DB,69,135,1,26
2026-06-02 00:00:00,DEV_DB,16,53,4,0
2026-06-02 00:00:00,TEST_DB,27,52,6,8
2026-06-02 00:30:00,PROD_DB,69,204,13,26
2026-06-02 00:30:00,DEV_DB,26,91,3,8
2026-06-02 00:30:00,TEST_DB,26,52,2,2
2026-06-02 01:00:00,PROD_DB,70,239,12,18
2026-06-02 01:00:00,DEV_DB,28,38,3,3
2026-06-02 01:00:00,TEST_DB,23,55,4,4
2026-06-02 01:30:00,PROD_DB,69,239,8,29
2026-06-02 01:30:00,DEV_DB,36,82,0,6
2026-06-02 01:30:00,TEST_DB,17,92,1,9
2026-06-02 02:00:00,PROD_DB,73,241,14,35
2026-06-02 02:00:00,DEV_DB,14,64,4,1
2026-06-02 02:00:00,TEST_DB,19,115,0,9
2026-06-02 02:30:00,PROD_DB,51,106,13,22
2026-06-02 02:30:00,DEV_DB,17,71,0,1
2026-06-02 02:30:00,TEST_DB,31,105,4,12
2026-06-02 03:00:00,PROD_DB,71,265,2,17
2026-06-02 03:00:00,DEV_DB,25,94,3,0
2026-06-02 03:00:00,TEST_DB,11,84,3,3
2026-06-02 03:30:00,PROD_DB,40,258,2,38
2026-06-02 03:30:00,DEV_DB,21,83,2,9
2026-06-02 03:30:00,TEST_DB,30,58,6,13
2026-06-02 04:00:00,PROD_DB,37,272,12,27
2026-06-02 04:00:00,DEV_DB,37,87,3,7
2026-06-02 04:00:00,TEST_DB,33,78,0,2
2026-06-02 04:30:00,PROD_DB,47,191,13,34
2026-06-02 04:30:00,DEV_DB,37,54,0,5
2026-06-02 04:30:00,TEST_DB,25,45,1,11
2026-06-02 05:00:00,PROD_DB,66,272,12,24
2026-06-02 05:00:00,DEV_DB,30,65,2,2
2026-06-02 05:00:00,TEST_DB,24,96,1,14
2026-06-02 05:30:00,PROD_DB,48,242,14,10
2026-06-02 05:30:00,DEV_DB,30,83,2,6
2026-06-02 05:30:00,TEST_DB,29,114,3,9
2026-06-02 06:00:00,PROD_DB,66,115,7,15
2026-06-02 06:00:00,DEV_DB,21,53,3,4
2026-06-02 06:00:00,TEST_DB,12,75,1,7
2026-06-02 06:30:00,PROD_DB,62,200,8,13
2026-06-02 06:30:00,DEV_DB,36,92,0,8
2026-06-02 06:30:00,TEST_DB,5,116,3,12
2026-06-02 07:00:00,PROD_DB,47,145,2,38
2026-06-02 07:00:00,DEV_DB,15,98,0,1
2026-06-02 07:00:00,TEST_DB,14,95,5,1
2026-06-02 07:30:00,PROD_DB,39,218,7,10
2026-06-02 07:30:00,DEV_DB,31,94,1,0
2026-06-02 07:30:00,TEST_DB,15,65,6,8
2026-06-02 08:00:00,PROD_DB,56,158,10,26
2026-06-02 08:00:00,DEV_DB,22,62,1,8
2026-06-02 08:00:00,TEST_DB,7,40,4,6
2026-06-02 08:30:00,PROD_DB,40,296,14,14
2026-06-02 08:30:00,DEV_DB,15,32,4,6
2026-06-02 08:30:00,TEST_DB,9,92,4,9
2026-06-02 09:00:00,PROD_DB,44,182,0,30
2026-06-02 09:00:00,DEV_DB,23,30,2,3
2026-06-02 09:00:00,TEST_DB,34,104,0,7
2026-06-02 09:30:00,PROD_DB,66,133,11,17
2026-06-02 09:30:00,DEV_DB,16,55,1,1
2026-06-02 09:30:00,TEST_DB,26,42,2,1
2026-06-02 10:00:00,PROD_DB,46,292,5,21
2026-06-02 10:00:00,DEV_DB,14,86,0,6
2026-06-02 10:00:00,TEST_DB,19,53,1,10
2026-06-02 10:30:00,PROD_DB,73,265,11,11
2026-06-02 10:30:00,DEV_DB,15,79,1,1
2026-06-02 10:30:00,TEST_DB,34,118,2,2
2026-06-02 11:00:00,PROD_DB,68,151,8,15
2026-06-02 11:00:00,DEV_DB,10,59,1,2
2026-06-02 11:00:00,TEST_DB,21,44,4,3
2026-06-02 11:30:00,PROD_DB,44,283,0,19
2026-06-02 11:30:00,DEV_DB,26,98,1,5
2026-06-02 11:30:00,TEST_DB,25,105,4,13
2026-06-02 12:00:00,PROD_DB,45,214,14,34
2026-06-02 12:00:00,DEV_DB,32,84,2,5
2026-06-02 12:00:00,TEST_DB,20,47,3,7
2026-06-02 12:30:00,PROD_DB,38,283,8,12
2026-06-02 12:30:00,DEV_DB,12,56,4,1
2026-06-02 12:30:00,TEST_DB,33,90,2,4
2026-06-02 13:00:00,PROD_DB,39,191,9,38
2026-06-02 13:00:00,DEV_DB,31,50,0,4
2026-06-02 13:00:00,TEST_DB,13,51,1,13
2026-06-02 13:30:00,PROD_DB,68,276,13,35
2026-06-02 13:30:00,DEV_DB,22,56,0,9
2026-06-02 13:30:00,TEST_DB,29,86,0,5
2026-06-02 14:00:00,PROD_DB,64,206,14,25
2026-06-02 14:00:00,DEV_DB,38,55,3,0
2026-06-02 14:00:00,TEST_DB,12,91,6,14
2026-06-02 14:30:00,PROD_DB,56,113,9,37
2026-06-02 14:30:00,DEV_DB,32,31,4,9
2026-06-02 14:30:00,TEST_DB,18,98,7,2
2026-06-02 15:00:00,PROD_DB,41,102,14,32
2026-06-02 15:00:00,DEV_DB,23,47,1,5
2026-06-02 15:00:00,TEST_DB,7,54,7,8
2026-06-02 15:30:00,PROD_DB,71,127,9,16
2026-06-02 15:30:00,DEV_DB,34,46,1,8
2026-06-02 15:30:00,TEST_DB,21,52,3,8
2026-06-02 16:00:00,PROD_DB,38,237,2,18
2026-06-02 16:00:00,DEV_DB,22,47,3,5
2026-06-02 16:00:00,TEST_DB,6,47,7,0
2026-06-02 16:30:00,PROD_DB,53,141,8,14
2026-06-02 16:30:00,DEV_DB,15,81,1,1
2026-06-02 16:30:00,TEST_DB,31,95,2,12
2026-06-02 17:00:00,PROD_DB,40,220,0,30
2026-06-02 17:00:00,DEV_DB,31,50,3,7
2026-06-02 17:00:00,TEST_DB,27,48,6,2
2026-06-02 17:30:00,PROD_DB,65,139,4,13
2026-06-02 17:30:00,DEV_DB,33,35,1,3
2026-06-02 17:30:00,TEST_DB,32,114,3,14
2026-06-02 18:00:00,PROD_DB,40,217,0,39
2026-06-02 18:00:00,DEV_DB,33,80,0,1
2026-06-02 18:00:00,TEST_DB,19,114,7,9
2026-06-02 18:30:00,PROD_DB,39,169,9,31
2026-06-02 18:30:00,DEV_DB,13,48,3,0
2026-06-02 18:30:00,TEST_DB,24,51,6,0
2026-06-02 19:00:00,PROD_DB,60,241,5,14
2026-06-02 19:00:00,DEV_DB,39,40,3,2
2026-06-02 19:00:00,TEST_DB,5,45,1,7
2026-06-02 19:30:00,PROD_DB,44,104,6,19
2026-06-02 19:30:00,DEV_DB,21,31,4,7
2026-06-02 19:30:00,TEST_DB,6,104,6,4
2026-06-02 20:00:00,PROD_DB,43,116,8,20
2026-06-02 20:00:00,DEV_DB,24,53,2,0
2026-06-02 20:00:00,TEST_DB,9,101,3,11
2026-06-02 20:30:00,PROD_DB,48,216,7,20
2026-06-02 20:30:00,DEV_DB,18,63,3,2
2026-06-02 20:30:00,TEST_DB,7,40,7,5
2026-06-02 21:00:00,PROD_DB,63,171,10,18
2026-06-02 21:00:00,DEV_DB,14,43,3,2
2026-06-02 21:00:00,TEST_DB,25,76,4,2
2026-06-02 21:30:00,PROD_DB,48,253,13,13
2026-06-02 21:30:00,DEV_DB,34,71,0,1
2026-06-02 21:30:00,TEST_DB,12,111,6,7
2026-06-02 22:00:00,PROD_DB,48,131,2,38
2026-06-02 22:00:00,DEV_DB,15,52,0,8
2026-06-02 22:00:00,TEST_DB,21,105,5,4
2026-06-02 22:30:00,PROD_DB,74,203,2,16
2026-06-02 22:30:00,DEV_DB,28,99,2,6
2026-06-02 22:30:00,TEST_DB,23,111,1,3
2026-06-02 23:00:00,PROD_DB,49,210,12,10
2026-06-02 23:00:00,DEV_DB,29,56,3,5
2026-06-02 23:00:00,TEST_DB,29,66,6,0
2026-06-02 23:30:00,PROD_DB,38,185,1,19
2026-06-02 23:30:00,DEV_DB,14,67,4,3
2026-06-02 23:30:00,TEST_DB,17,91,7,14
2026-06-03 00:00:00,PROD_DB,63,235,4,38
2026-06-03 00:00:00,DEV_DB,24,97,3,1
2026-06-03 00:00:00,TEST_DB,31,75,3,9
2026-06-03 00:30:00,PROD_DB,61,168,3,20
2026-06-03 00:30:00,DEV_DB,39,67,1,9
2026-06-03 00:30:00,TEST_DB,17,101,1,8
2026-06-03 01:00:00,PROD_DB,67,210,7,37
2026-06-03 01:00:00,DEV_DB,20,97,4,7
2026-06-03 01:00:00,TEST_DB,9,111,6,9
2026-06-03 01:30:00,PROD_DB,62,130,9,18
2026-06-03 01:30:00,DEV_DB,31,80,4,7
2026-06-03 01:30:00,TEST_DB,13,50,6,0
2026-06-03 02:00:00,PROD_DB,71,248,9,23
2026-06-03 02:00:00,DEV_DB,13,83,0,0
2026-06-03 02:00:00,TEST_DB,26,94,2,7
2026-06-03 02:30:00,PROD_DB,49,248,14,18
2026-06-03 02:30:00,DEV_DB,30,38,1,3
2026-06-03 02:30:00,TEST_DB,29,65,0,2
2026-06-03 03:00:00,PROD_DB,59,189,10,15
2026-06-03 03:00:00,DEV_DB,11,36,1,1
2026-06-03 03:00:00,TEST_DB,31,56,7,10
2026-06-03 03:30:00,PROD_DB,58,124,6,29
2026-06-03 03:30:00,DEV_DB,15,62,0,5
2026-06-03 03:30:00,TEST_DB,30,67,1,4
2026-06-03 04:00:00,PROD_DB,41,180,3,18
2026-06-03 04:00:00,DEV_DB,26,49,3,7
2026-06-03 04:00:00,TEST_DB,21,110,0,12
2026-06-03 04:30:00,PROD_DB,64,278,10,33
2026-06-03 04:30:00,DEV_DB,28,91,4,0
2026-06-03 04:30:00,TEST_DB,17,69,7,7
2026-06-03 05:00:00,PROD_DB,53,117,0,23
2026-06-03 05:00:00,DEV_DB,28,76,1,1
2026-06-03 05:00:00,TEST_DB,26,77,2,14
2026-06-03 05:30:00,PROD_DB,38,228,7,38
2026-06-03 05:30:00,DEV_DB,32,32,1,9
2026-06-03 05:30:00,TEST_DB,23,73,3,0
2026-06-03 06:00:00,PROD_DB,57,154,11,27
2026-06-03 06:00:00,DEV_DB,16,37,0,8
2026-06-03 06:00:00,TEST_DB,27,106,7,6
2026-06-03 06:30:00,PROD_DB,42,153,8,24
2026-06-03 06:30:00,DEV_DB,14,96,2,0
2026-06-03 06:30:00,TEST_DB,32,47,1,2
2026-06-03 07:00:00,PROD_DB,66,187,13,33
2026-06-03 07:00:00,DEV_DB,23,45,3,3
2026-06-03 07:00:00,TEST_DB,9,93,4,13
2026-06-03 07:30:00,PROD_DB,65,154,1,16
2026-06-03 07:30:00,DEV_DB,19,36,0,6
2026-06-03 07:30:00,TEST_DB,25,58,7,12
2026-06-03 08:00:00,PROD_DB,53,135,12,37
2026-06-03 08:00:00,DEV_DB,27,31,0,4
2026-06-03 08:00:00,TEST_DB,24,50,1,14
2026-06-03 08:30:00,PROD_DB,36,294,6,32
2026-06-03 08:30:00,DEV_DB,21,49,4,4
2026-06-03 08:30:00,TEST_DB,10,48,1,4
2026-06-03 09:00:00,PROD_DB,69,185,11,33
2026-06-03 09:00:00,DEV_DB,26,59,2,6
2026-06-03 09:00:00,TEST_DB,21,53,0,7
2026-06-03 09:30:00,PROD_DB,36,124,6,18
2026-06-03 09:30:00,DEV_DB,31,51,2,3
2026-06-03 09:30:00,TEST_DB,30,97,4,12
2026-06-03 10:00:00,PROD_DB,68,136,10,15
2026-06-03 10:00:00,DEV_DB,27,71,3,8
2026-06-03 10:00:00,TEST_DB,10,73,0,4
2026-06-03 10:30:00,PROD_DB,59,221,11,32
2026-06-03 10:30:00,DEV_DB,30,56,0,5
2026-06-03 10:30:00,TEST_DB,31,79,1,11
2026-06-03 11:00:00,PROD_DB,41,237,12,26
2026-06-03 11:00:00,DEV_DB,35,91,1,1
2026-06-03 11:00:00,TEST_DB,32,93,2,0
2026-06-03 11:30:00,PROD_DB,70,214,9,38
2026-06-03 11:30:00,DEV_DB,30,40,2,3
2026-06-03 11:30:00,TEST_DB,21,98,6,7
2026-06-03 12:00:00,PROD_DB,69,153,1,32
2026-06-03 12:00:00,DEV_DB,24,53,4,7
2026-06-03 12:00:00,TEST_DB,5,75,6,3
2026-06-03 12:30:00,PROD_DB,53,180,13,36
2026-06-03 12:30:00,DEV_DB,22,55,1,4
2026-06-03 12:30:00,TEST_DB,13,112,7,0
2026-06-03 13:00:00,PROD_DB,35,160,10,17
2026-06-03 13:00:00,DEV_DB,19,54,2,2
2026-06-03 13:00:00,TEST_DB,22,83,2,13
2026-06-03 13:30:00,PROD_DB,72,197,11,28
2026-06-03 13:30:00,DEV_DB,14,73,2,0
2026-06-03 13:30:00,TEST_DB,33,56,1,8
2026-06-03 14:00:00,PROD_DB,46,161,7,28
2026-06-03 14:00:00,DEV_DB,17,50,0,6
2026-06-03 14:00:00,TEST_DB,9,119,5,7
2026-06-03 14:30:00,PROD_DB,59,188,11,24
2026-06-03 14:30:00,DEV_DB,36,55,0,9
2026-06-03 14:30:00,TEST_DB,19,71,1,6
2026-06-03 15:00:00,PROD_DB,51,250,9,30
2026-06-03 15:00:00,DEV_DB,31,36,4,6
2026-06-03 15:00:00,TEST_DB,13,87,7,1
2026-06-03 15:30:00,PROD_DB,57,181,14,39
2026-06-03 15:30:00,DEV_DB,29,68,2,1
2026-06-03 15:30:00,TEST_DB,31,56,5,14
2026-06-03 16:00:00,PROD_DB,58,207,11,22
2026-06-03 16:00:00,DEV_DB,11,32,4,7
2026-06-03 16:00:00,TEST_DB,30,94,6,11
2026-06-03 16:30:00,PROD_DB,73,114,7,26
2026-06-03 16:30:00,DEV_DB,13,54,4,1
2026-06-03 16:30:00,TEST_DB,5,55,4,9
2026-06-03 17:00:00,PROD_DB,36,154,2,19
2026-06-03 17:00:00,DEV_DB,11,59,2,6
2026-06-03 17:00:00,TEST_DB,17,52,1,2
2026-06-03 17:30:00,PROD_DB,73,145,3,38
2026-06-03 17:30:00,DEV_DB,39,91,4,8
2026-06-03 17:30:00,TEST_DB,20,95,3,14
2026-06-03 18:00:00,PROD_DB,44,257,8,16
2026-06-03 18:00:00,DEV_DB,29,34,0,0
2026-06-03 18:00:00,TEST_DB,7,84,5,7
2026-06-03 18:30:00,PROD_DB,64,167,1,39
2026-06-03 18:30:00,DEV_DB,14,54,0,4
2026-06-03 18:30:00,TEST_DB,18,118,0,14
2026-06-03 19:00:00,PROD_DB,58,295,11,36
2026-06-03 19:00:00,DEV_DB,35,66,4,4
2026-06-03 19:00:00,TEST_DB,15,109,6,7
2026-06-03 19:30:00,PROD_DB,58,110,13,22
2026-06-03 19:30:00,DEV_DB,11,54,3,3
2026-06-03 19:30:00,TEST_DB,31,111,3,12
2026-06-03 20:00:00,PROD_DB,44,206,1,34
2026-06-03 20:00:00,DEV_DB,35,70,0,9
2026-06-03 20:00:00,TEST_DB,7,45,4,4
2026-06-03 20:30:00,PROD_DB,57,276,8,12
2026-06-03 20:30:00,DEV_DB,29,90,2,9
2026-06-03 20:30:00,TEST_DB,7,89,1,13
2026-06-03 21:00:00,PROD_DB,51,102,2,15
2026-06-03 21:00:00,DEV_DB,22,97,4,1
2026-06-03 21:00:00,TEST_DB,15,95,2,10
2026-06-03 21:30:00,PROD_DB,62,128,8,12
2026-06-03 21:30:00,DEV_DB,34,71,0,7
2026-06-03 21:30:00,TEST_DB,29,44,2,10
2026-06-03 22:00:00,PROD_DB,68,223,14,15
2026-06-03 22:00:00,DEV_DB,17,34,1,1
2026-06-03 22:00:00,TEST_DB,10,76,3,12
2026-06-03 22:30:00,PROD_DB,62,296,12,26
2026-06-03 22:30:00,DEV_DB,27,69,4,2
2026-06-03 22:30:00,TEST_DB,30,106,7,7
2026-06-03 23:00:00,PROD_DB,68,139,10,22
2026-06-03 23:00:00,DEV_DB,22,62,2,7
2026-06-03 23:00:00,TEST_DB,32,98,2,8
2026-06-03 23:30:00,PROD_DB,47,206,12,34
2026-06-03 23:30:00,DEV_DB,30,71,3,5
2026-06-03 23:30:00,TEST_DB,32,46,4,10
2026-06-04 00:00:00,PROD_DB,65,122,9,19
2026-06-04 00:00:00,DEV_DB,20,82,1,3
2026-06-04 00:00:00,TEST_DB,6,117,4,12
2026-06-04 00:30:00,PROD_DB,46,138,1,22
2026-06-04 00:30:00,DEV_DB,23,56,0,8
2026-06-04 00:30:00,TEST_DB,21,99,7,7
2026-06-04 01:00:00,PROD_DB,69,169,2,39
2026-06-04 01:00:00,DEV_DB,16,92,3,4
2026-06-04 01:00:00,TEST_DB,33,61,3,3
2026-06-04 01:30:00,PROD_DB,66,167,10,26
2026-06-04 01:30:00,DEV_DB,21,51,0,9
2026-06-04 01:30:00,TEST_DB,26,104,5,9
2026-06-04 02:00:00,PROD_DB,52,149,13,24
2026-06-04 02:00:00,DEV_DB,38,65,2,2
2026-06-04 02:00:00,TEST_DB,24,115,6,12
2026-06-04 02:30:00,PROD_DB,45,132,5,24
2026-06-04 02:30:00,DEV_DB,24,61,2,9
2026-06-04 02:30:00,TEST_DB,27,65,1,13
2026-06-04 03:00:00,PROD_DB,68,128,3,26
2026-06-04 03:00:00,DEV_DB,12,42,0,6
2026-06-04 03:00:00,TEST_DB,19,68,4,10
2026-06-04 03:30:00,PROD_DB,66,229,14,23
2026-06-04 03:30:00,DEV_DB,29,51,2,2
2026-06-04 03:30:00,TEST_DB,21,95,3,12
2026-06-04 04:00:00,PROD_DB,55,146,4,36
2026-06-04 04:00:00,DEV_DB,29,35,2,8
2026-06-04 04:00:00,TEST_DB,9,42,2,0
2026-06-04 04:30:00,PROD_DB,72,114,1,38
2026-06-04 04:30:00,DEV_DB,12,93,0,8
2026-06-04 04:30:00,TEST_DB,28,51,1,14
2026-06-04 05:00:00,PROD_DB,50,126,7,37
2026-06-04 05:00:00,DEV_DB,23,46,4,4
2026-06-04 05:00:00,TEST_DB,12,118,2,13
2026-06-04 05:30:00,PROD_DB,41,230,12,21
2026-06-04 05:30:00,DEV_DB,30,53,3,9
2026-06-04 05:30:00,TEST_DB,7,59,5,14
2026-06-04 06:00:00,PROD_DB,59,298,0,39
2026-06-04 06:00:00,DEV_DB,21,38,0,5
2026-06-04 06:00:00,TEST_DB,26,41,7,7
2026-06-04 06:30:00,PROD_DB,45,163,12,26
2026-06-04 06:30:00,DEV_DB,17,50,1,1
2026-06-04 06:30:00,TEST_DB,18,77,7,10
2026-06-04 07:00:00,PROD_DB,59,132,11,15
2026-06-04 07:00:00,DEV_DB,18,37,2,5
2026-06-04 07:00:00,TEST_DB,23,80,0,11
2026-06-04 07:30:00,PROD_DB,66,179,5,31
2026-06-04 07:30:00,DEV_DB,37,49,0,9
2026-06-04 07:30:00,TEST_DB,12,71,1,11
2026-06-04 08:00:00,PROD_DB,67,101,0,10
2026-06-04 08:00:00,DEV_DB,18,59,0,3
2026-06-04 08:00:00,TEST_DB,30,61,6,1
2026-06-04 08:30:00,PROD_DB,72,202,9,23
2026-06-04 08:30:00,DEV_DB,35,44,1,9
2026-06-04 08:30:00,TEST_DB,27,83,0,7
2026-06-04 09:00:00,PROD_DB,45,160,2,36
2026-06-04 09:00:00,DEV_DB,15,38,0,6
2026-06-04 09:00:00,TEST_DB,13,115,7,7
2026-06-04 09:30:00,PROD_DB,62,161,3,39
2026-06-04 09:30:00,DEV_DB,24,36,2,3
2026-06-04 09:30:00,TEST_DB,20,43,5,9
2026-06-04 10:00:00,PROD_DB,56,253,14,12
2026-06-04 10:00:00,DEV_DB,18,89,1,1
2026-06-04 10:00:00,TEST_DB,26,51,6,11
2026-06-04 10:30:00,PROD_DB,47,124,12,28
2026-06-04 10:30:00,DEV_DB,35,48,3,7
